,price,brand,model,year,mileage,color,state
1110,33500,dodge,durango,2019,9023,white,illinois
1111,48000,dodge,durango,2018,8047,white,pennsylvania
1112,54500,dodge,durango,2019,3966,red,illinois
1113,13200,dodge,caravan,2018,41014,silver,pennsylvania
1114,31500,dodge,durango,2018,20907,white,illinois
1115,17400,dodge,durango,2017,89795,red,illinois
1116,26000,dodge,durango,2017,57158,white,illinois
1117,1700,dodge,door,2013,126718,orange,texas
1118,11000,dodge,door,2013,83976,white,illinois
1119,21000,dodge,charger,2018,12554,gray,texas
1120,5500,dodge,door,2015,60707,gray,texas
1121,7500,dodge,door,2014,40110,red,texas
1122,15800,dodge,caravan,2019,28038,silver,michigan
1123,16900,dodge,journey,2019,26643,red,michigan
1124,25000,dodge,durango,2019,36127,white,michigan
1125,18000,dodge,door,2019,19983,black,massachusetts
1126,15600,dodge,caravan,2019,29926,black,michigan
1127,23800,dodge,durango,2019,36750,white,north carolina
1128,16800,dodge,journey,2019,27312,black,michigan
1129,22700,dodge,durango,2019,49575,white,north carolina
1130,23300,dodge,challenger,2019,30279,red,north carolina
1131,23500,dodge,challenger,2019,25825,white,north carolina
1132,25500,dodge,durango,2019,32474,silver,north carolina
1133,21800,dodge,challenger,2019,30585,white,north carolina
1134,22800,dodge,durango,2019,36203,gray,north carolina
1135,18200,dodge,caravan,2019,29602,red,michigan
1136,23500,dodge,challenger,2019,28689,red,north carolina
1137,25700,dodge,durango,2019,31447,charcoal,north carolina
1138,15700,dodge,caravan,2019,39148,white,north carolina
1139,17500,dodge,journey,2018,33495,silver,michigan
1140,15700,dodge,caravan,2019,35274,white,north carolina
1141,16500,dodge,caravan,2018,48745,white,indiana
1142,16100,dodge,caravan,2019,31297,red,north carolina
1143,15600,dodge,caravan,2019,38745,charcoal,north carolina
1144,15400,dodge,caravan,2019,37704,gray,north carolina
1145,28200,dodge,durango,2017,27060,white,michigan
1146,15300,dodge,caravan,2019,40002,no_color,north carolina
1147,15900,dodge,caravan,2019,34930,red,north carolina
1148,17700,dodge,door,2016,22863,gray,indiana
1149,15800,dodge,caravan,2019,36876,white,north carolina
1150,15900,dodge,caravan,2019,34264,charcoal,north carolina
1151,25300,dodge,charger,2019,17515,red,new mexico
1152,16300,dodge,caravan,2019,27071,silver,north carolina
1153,29500,dodge,durango,2019,14656,gray,new mexico
1154,14500,dodge,caravan,2019,35652,gray,north carolina
1155,15400,dodge,caravan,2019,30055,no_color,north carolina
1156,15400,dodge,caravan,2019,43088,charcoal,north carolina
1157,15100,dodge,caravan,2019,33641,purple,north carolina
1158,15000,dodge,caravan,2019,34797,black,north carolina
1159,15500,dodge,caravan,2019,43943,gray,north carolina
1160,15000,dodge,caravan,2019,35744,no_color,north carolina
1161,15200,dodge,caravan,2019,31542,no_color,north carolina
1162,15700,dodge,caravan,2019,26899,white,north carolina
1163,16100,dodge,journey,2019,29985,silver,north carolina
1164,16300,dodge,journey,2018,37009,silver,texas
1165,16000,dodge,journey,2019,30731,white,north carolina
1166,16900,dodge,journey,2019,30062,silver,north carolina
1167,17000,dodge,journey,2019,28295,charcoal,north carolina
1168,17300,dodge,journey,2019,25534,silver,north carolina
1169,15900,dodge,journey,2019,29716,gray,north carolina
1170,15700,dodge,journey,2019,34294,silver,north carolina
1171,16900,dodge,journey,2019,27643,white,north carolina
1172,15500,dodge,journey,2019,35516,white,north carolina
1173,15100,dodge,journey,2019,40674,silver,north carolina
1174,15500,dodge,journey,2019,32494,white,north carolina
1175,15400,dodge,journey,2019,35047,red,north carolina
1176,16500,dodge,journey,2019,32898,silver,north carolina
1177,42500,dodge,challenger,2015,13740,black,texas
1178,16600,dodge,journey,2019,23132,charcoal,north carolina
1179,15200,dodge,journey,2019,37174,silver,north carolina
1180,15800,dodge,journey,2019,34023,charcoal,north carolina
1181,16900,dodge,journey,2019,30021,charcoal,north carolina
1182,11100,dodge,caravan,2017,51469,gray,north carolina
1183,15600,dodge,journey,2019,31237,charcoal,north carolina
1184,16900,dodge,journey,2019,30186,silver,north carolina
1185,15300,dodge,journey,2019,41956,silver,north carolina
1186,16600,dodge,journey,2019,30727,black,north carolina
1187,21800,dodge,durango,2017,38956,black,pennsylvania
1188,36500,dodge,charger,2018,22036,white,virginia
1189,26300,dodge,durango,2019,26462,red,georgia
1190,20900,dodge,challenger,2019,23143,red,georgia
1191,20100,dodge,challenger,2019,17340,gray,georgia
1192,26700,dodge,charger,2019,29749,gray,georgia
1193,23900,dodge,charger,2019,35248,white,georgia
1194,14500,dodge,caravan,2018,40417,no_color,florida
1195,23000,dodge,durango,2017,30309,gray,virginia
1196,15000,dodge,journey,2018,42303,red,north carolina
1197,15000,dodge,journey,2018,35326,white,north carolina
1198,28500,ford,door,2017,92100,white,texas
1199,28000,ford,door,2017,99375,white,texas
1200,9000,ford,door,2017,72418,gray,texas
1201,28700,ford,doors,2015,29733,ruby red metallic tinted clearcoat,connecticut
1202,25000,ford,door,2017,119439,white,texas
1203,17347,ford,doors,2015,54396,black,massachusetts
1204,13800,ford,door,2016,91606,white,texas
1205,25888,ford,doors,2015,2807,black,new jersey
1206,8500,ford,fusion,2017,78739,black,tennessee
1207,21289,ford,doors,2015,71955,gray,new york
1208,17999,ford,doors,2015,48472,triple yellow tri-coat,new jersey
1209,2700,ford,door,2012,98470,blue,texas
1210,30977,ford,doors,2015,28937,competition orange,pennsylvania
1211,13799,ford,doors,2015,83693,red,new jersey
1212,20500,ford,srw,2014,90888,white,arizona
1213,8500,ford,drw,2012,216942,white,texas
1214,9900,ford,door,2015,205796,white,florida
1215,65500,ford,srw,2019,6500,black,indiana
1216,24500,ford,wagon,2018,39943,white,florida
1217,32500,ford,explorer,2020,5920,silver,missouri
1218,9200,ford,fusion,2018,71478,blue,pennsylvania
1219,17700,ford,door,2017,119520,silver,pennsylvania
1220,18300,ford,fusion,2020,10882,white,california
1221,43500,ford,srw,2019,29010,gray,illinois
1222,15200,ford,door,2016,69003,white,pennsylvania
1223,36200,ford,srw,2019,16207,no_color,illinois
1224,21900,ford,mustang,2018,29748,red,new jersey
1225,20700,ford,wagon,2019,25582,white,california
1226,12300,ford,fusion,2019,24520,gray,california
1227,4200,ford,door,2016,104383,blue,pennsylvania
1228,19500,ford,transit,2019,34164,white,california
1229,14300,ford,fusion,2020,6975,silver,california
1230,13700,ford,van,2016,67150,white,pennsylvania
1231,13200,ford,door,2015,100820,white,pennsylvania
1232,6200,ford,door,2014,142286,white,pennsylvania
1233,6500,ford,door,2015,60015,black,pennsylvania
1234,1500,ford,door,2013,126381,gray,pennsylvania
1235,2200,ford,door,2013,128753,black,pennsylvania
1236,4200,ford,door,2013,0,no_color,pennsylvania
1237,8700,ford,van,2013,64598,white,pennsylvania
1238,3200,ford,door,2012,111532,black,pennsylvania
1239,9000,ford,door,2012,149346,black,pennsylvania
1240,20000,ford,edge,2018,43567,silver,illinois
1241,33000,ford,door,2017,36004,white,texas
1242,23300,ford,f-150,2019,10935,white,south carolina
1243,8750,ford,van,2017,150484,white,illinois
1244,11975,ford,door,2012,122014,white,texas
1245,23600,ford,transit,2019,19363,white,south carolina
1246,12000,ford,explorer,2016,42902,black,texas
1247,30900,ford,f-150,2018,401,red,indiana
1248,23900,ford,transit,2019,11077,white,south carolina
1249,40400,ford,f-150,2018,34100,black,indiana
1250,38000,ford,srw,2019,30018,white,minnesota
1251,27000,ford,flex,2019,18279,white,illinois
1252,24000,ford,transit,2019,7373,white,south carolina
1253,30000,ford,ranger,2019,2590,gray,wisconsin
1254,16200,ford,fusion,2019,41662,white,south carolina
1255,30000,ford,flex,2019,15019,gray,wisconsin
1256,23900,ford,transit,2019,9420,white,south carolina
1257,13800,ford,taurus,2018,41864,white,missouri
1258,23700,ford,transit,2019,16829,white,south carolina
1259,24300,ford,f-150,2018,6290,gray,illinois
1260,54900,ford,srw,2019,14393,black,nevada
1261,22500,ford,taurus,2018,14599,white,wisconsin
1262,39000,ford,f-150,2018,25839,gray,illinois
1263,13900,ford,escape,2018,60715,gray,wisconsin
1264,24700,ford,explorer,2018,23350,red,illinois
1265,20100,ford,transit,2018,62386,white,california
1266,22000,ford,mustang,2018,6248,red,illinois
1267,38200,ford,mustang,2019,878,green,florida
1268,24400,ford,transit,2018,49710,white,california
1269,35000,ford,mustang,2018,2042,blue,illinois
1270,18600,ford,flex,2019,7742,white,florida
1271,22700,ford,transit,2018,39733,white,california
1272,38000,ford,f-150,2018,33701,black,illinois
1273,17000,ford,door,2014,67542,red,illinois
1274,17500,ford,escape,2017,35095,gray,wisconsin
1275,23200,ford,f-150,2019,8652,white,michigan
1276,30700,ford,explorer,2017,51107,red,wisconsin
1277,23500,ford,transit,2019,14987,white,michigan
1278,26400,ford,edge,2017,28252,blue,wisconsin
1279,23500,ford,transit,2019,16009,white,michigan
1280,38000,ford,door,2017,47866,white,wisconsin
1281,23600,ford,transit,2019,11004,white,michigan
1282,19300,ford,edge,2017,42895,gray,wisconsin
1283,23200,ford,f-150,2019,9490,white,michigan
1284,13800,ford,door,2017,39027,no_color,wisconsin
1285,23600,ford,transit,2019,13466,white,michigan
1286,23200,ford,f-150,2019,8737,white,michigan
1287,40000,ford,door,2017,23960,red,wisconsin
1288,23400,ford,f-150,2019,5562,white,michigan
1289,23600,ford,transit,2019,13763,white,michigan
1290,23000,ford,f-150,2019,10444,white,michigan
1291,25500,ford,door,2017,41696,black,wisconsin
1292,23500,ford,transit,2019,15787,white,michigan
1293,29900,ford,door,2017,9167,white,wisconsin
1294,23200,ford,transit,2019,17541,white,michigan
1295,50500,ford,f-150,2017,24686,silver,wisconsin
1296,23400,ford,transit,2019,15210,white,michigan
1297,24500,ford,transit,2017,54601,white,wisconsin
1298,49000,ford,mustang,2017,2205,black,illinois
1299,25400,ford,transit,2017,35691,white,wisconsin
1300,23000,ford,flex,2017,32788,silver,illinois
1301,6000,ford,door,2012,180471,gray,minnesota
1302,22400,ford,edge,2016,42925,black,wisconsin
1303,22500,ford,edge,2016,37385,black,wisconsin
1304,25200,ford,edge,2019,15415,gray,virginia
1305,36000,ford,door,2016,20047,white,wisconsin
1306,26700,ford,edge,2019,16884,black,virginia
1307,30500,ford,door,2016,57936,gray,wisconsin
1308,26700,ford,edge,2019,15244,black,virginia
1309,25000,ford,edge,2019,19842,gray,virginia
1310,35200,ford,door,2016,38830,white,wisconsin
1311,30300,ford,f-150,2019,31899,white,tennessee
1312,25000,ford,door,2016,69305,no_color,illinois
1313,26500,ford,door,2016,46098,red,wisconsin
1314,21600,ford,mustang,2019,29457,gray,virginia
1315,18800,ford,edge,2016,30765,no_color,wisconsin
1316,21500,ford,mustang,2019,29096,red,virginia
1317,9000,ford,door,2016,40437,no_color,new jersey
1318,16700,ford,cutaway,2015,69004,white,wisconsin
1319,16800,ford,cutaway,2015,65179,white,wisconsin
1320,15700,ford,cutaway,2015,75862,white,wisconsin
1321,16800,ford,cutaway,2015,68319,white,wisconsin
1322,19500,ford,door,2015,80354,gray,wisconsin
1323,20500,ford,door,2015,51441,black,wisconsin
1324,17400,ford,cutaway,2015,70954,white,wisconsin
1325,17500,ford,door,2014,92500,red,wisconsin
1326,26000,ford,door,2014,66367,silver,illinois
1327,56700,ford,f-150,2019,13884,white,kentucky
1328,5000,ford,door,2013,202565,no_color,wisconsin
1329,40200,ford,f-150,2019,26484,no_color,kentucky
1330,54000,ford,door,2013,703,red,illinois
1331,65200,ford,max,2019,18138,white,kentucky
1332,32500,ford,srw,2017,28007,white,minnesota
1333,25500,ford,transit,2019,11251,white,illinois
1334,63000,ford,srw,2019,11640,no_color,illinois
1335,44000,ford,srw,2019,10763,white,illinois
1336,70000,ford,drw,2019,9643,no_color,illinois
1337,56200,ford,srw,2019,33930,gray,kentucky
1338,35000,ford,srw,2019,26451,white,wisconsin
1339,57700,ford,srw,2019,21101,red,kentucky
1340,74000,ford,drw,2019,10536,no_color,illinois
1341,60200,ford,srw,2019,31744,white,kentucky
1342,60000,ford,srw,2018,18062,black,illinois
1343,63000,ford,srw,2018,17942,black,illinois
1344,22500,ford,door,2014,43646,black,wisconsin
1345,8300,ford,energi,2014,71989,gray,wisconsin
1346,8300,ford,door,2012,138328,white,wisconsin
1347,21000,ford,door,2013,95386,brown,wisconsin
1348,19300,ford,fusion,2019,23740,black,mississippi
1349,16400,ford,fusion,2019,36064,gray,alabama
1350,27300,ford,f-150,2019,18805,gray,mississippi
1351,26400,ford,cab,2012,151035,white,wisconsin
1352,35100,ford,mustang,2019,10099,red,mississippi
1353,41500,ford,f-150,2018,9800,black,new jersey
1354,34100,ford,mustang,2019,10483,white,mississippi
1355,28600,ford,f-150,2019,17544,no_color,california
1356,34100,ford,mustang,2019,10167,red,mississippi
1357,28700,ford,ranger,2019,11457,gray,california
1358,24700,ford,edge,2019,26590,no_color,california
1359,46500,ford,expedition,2019,35346,black,california
1360,29000,ford,f-150,2019,12953,black,california
1361,25500,ford,edge,2019,26693,silver,california
1362,39500,ford,f-150,2019,25071,yellow,california
1363,33100,ford,f-150,2019,33538,yellow,california
1364,30500,ford,f-150,2019,9915,gray,california
1365,3600,ford,fiesta,2018,1,silver,arizona
1366,16800,ford,fusion,2019,9910,red,california
1367,24000,ford,f-150,2019,16765,gray,texas
1368,58500,ford,expedition,2019,4970,gray,california
1369,55000,ford,door,2017,43964,black,texas
1370,28800,ford,f-150,2019,40785,silver,california
1371,26800,ford,door,2015,108998,white,new jersey
1372,36000,ford,max,2018,58576,gray,wisconsin
1373,20000,ford,wagon,2018,55475,white,wisconsin
1374,46700,ford,drw,2019,35929,black,alabama
1375,42800,ford,srw,2019,21669,silver,alabama
1376,21800,ford,mustang,2018,16079,no_color,california
1377,18800,ford,mustang,2018,41147,white,california
1378,18800,ford,flex,2018,45798,black,california
1379,30200,ford,f-150,2018,21703,red,california
1380,27500,ford,explorer,2018,22284,black,california
1381,37500,ford,transit,2018,24567,white,california
1382,19100,ford,mustang,2018,30594,silver,california
1383,17100,ford,flex,2018,52747,white,california
1384,13500,ford,escape,2018,21592,silver,florida
1385,54500,ford,srw,2018,19853,blue,california
1386,9000,ford,fiesta,2018,25201,gray,florida
1387,16400,ford,f-150,2020,10351,black,pennsylvania
1388,17000,ford,fusion,2020,1117,gray,pennsylvania
1389,24800,ford,door,2017,37279,gold,california
1390,26800,ford,door,2017,30113,red,california
1391,19400,ford,door,2017,27570,white,california
1392,20000,ford,flex,2017,45188,silver,california
1393,7000,ford,door,2012,149712,silver,texas
1394,25100,ford,explorer,2017,25030,gold,california
1395,2000,ford,door,2013,105743,gray,oklahoma
1396,18200,ford,fusion,2020,9861,black,pennsylvania
1397,14200,ford,fusion,2018,1751,red,illinois
1398,56500,ford,door,2017,30629,red,california
1399,2000,ford,door,2016,52883,gray,oklahoma
1400,26500,ford,van,2020,122,white,pennsylvania
1401,34300,ford,srw,2019,28534,white,florida
1402,43500,ford,f-150,2017,80699,black,california
1403,3500,ford,door,2016,72851,white,oklahoma
1404,37200,ford,srw,2019,24078,white,florida
1405,12800,ford,door,2017,38639,orange,california
1406,15000,ford,door,2013,146807,silver,texas
1407,12500,ford,door,2017,31871,silver,california
1408,21500,ford,f-150,2017,76876,gray,california
1409,17300,ford,fusion,2019,28070,white,north carolina
1410,27000,ford,explorer,2017,3189,silver,california
1411,31800,ford,el,2017,28359,white,florida
1412,13000,ford,door,2017,42890,gray,california
1413,31800,ford,el,2017,29328,silver,florida
1414,46300,ford,door,2016,47531,black,california
1415,6000,ford,door,2015,57345,gray,missouri
1416,22800,ford,door,2016,67546,silver,california
1417,45000,ford,expedition,2019,18153,white,pennsylvania
1418,49500,ford,expedition,2019,17689,black,pennsylvania
1419,3000,ford,van,2012,137171,white,missouri
1420,20000,ford,door,2015,63445,gray,california
1421,25300,ford,edge,2019,26422,black,pennsylvania
1422,4000,ford,door,2015,149319,white,south carolina
1423,45500,ford,expedition,2019,18767,gray,pennsylvania
1424,9100,ford,fiesta,2018,38289,silver,minnesota
1425,48000,ford,expedition,2019,22960,black,pennsylvania
1426,47000,ford,max,2019,17263,blue,pennsylvania
1427,49500,ford,expedition,2019,16981,black,pennsylvania
1428,31200,ford,wagon,2019,13058,black,pennsylvania
1429,18500,ford,door,2014,45887,white,california
1430,15500,ford,escape,2019,21740,silver,pennsylvania
1431,30500,ford,wagon,2019,17707,black,pennsylvania
1432,45500,ford,max,2019,19121,silver,pennsylvania
1433,31500,ford,wagon,2019,18856,black,pennsylvania
1434,11000,ford,door,2013,84752,white,new jersey
1435,46500,ford,max,2019,19555,white,pennsylvania
1436,31500,ford,wagon,2019,16340,black,pennsylvania
1437,32000,ford,f-150,2018,17242,white,ohio
1438,23900,ford,edge,2019,28733,black,pennsylvania
1439,31500,ford,wagon,2019,16019,black,pennsylvania
1440,18500,ford,taurus,2016,75580,black,ohio
1441,1500,ford,door,2013,113444,white,georgia
1442,46000,ford,max,2019,19227,white,pennsylvania
1443,31500,ford,wagon,2019,13633,black,pennsylvania
1444,14700,ford,van,2015,37739,white,new jersey
1445,2700,ford,door,2013,103541,green,michigan
1446,47500,ford,expedition,2019,24072,blue,pennsylvania
1447,31500,ford,wagon,2019,17657,black,pennsylvania
1448,8900,ford,door,2014,77392,red,new jersey
1449,7000,ford,door,2019,11930,white,michigan
1450,49000,ford,expedition,2019,19731,red,pennsylvania
1451,31500,ford,wagon,2019,15581,black,pennsylvania
1452,8900,ford,door,2014,70181,black,new jersey
1453,48000,ford,max,2019,16143,black,pennsylvania
1454,50000,ford,max,2019,17995,black,pennsylvania
1455,47300,ford,max,2019,23926,black,pennsylvania
1456,45000,ford,f-150,2017,57929,black,louisiana
1457,49000,ford,max,2019,20758,silver,pennsylvania
1458,40200,ford,f-150,2019,10028,gray,texas
1459,48000,ford,max,2019,21051,black,pennsylvania
1460,5000,ford,door,2015,136307,silver,louisiana
1461,8200,ford,bus,2013,105880,silver,new jersey
1462,49000,ford,max,2019,19985,white,pennsylvania
1463,4000,ford,door,2015,102590,gray,louisiana
1464,39000,ford,expedition,2019,27612,silver,pennsylvania
1465,29000,ford,door,2015,90855,white,louisiana
1466,46500,ford,max,2019,19936,silver,pennsylvania
1467,7805,ford,door,2015,64495,gray,louisiana
1468,22000,ford,mustang,2018,39477,gray,texas
1469,18800,ford,max,2019,25698,black,pennsylvania
1470,33000,ford,door,2015,73849,blue,louisiana
1471,39500,ford,expedition,2019,25422,black,pennsylvania
1472,16900,ford,door,2015,47866,black,louisiana
1473,42500,ford,max,2019,31236,white,pennsylvania
1474,39500,ford,expedition,2019,26755,gray,pennsylvania
1475,25500,ford,f-150,2018,49177,blue,illinois
1476,49500,ford,max,2019,20749,white,pennsylvania
1477,25000,ford,f-150,2018,15003,white,illinois
1478,40000,ford,f-150,2019,12247,black,pennsylvania
1479,26000,ford,f-150,2018,1,black,illinois
1480,29500,ford,f-150,2019,10808,silver,pennsylvania
1481,23000,ford,f-150,2019,11263,white,oklahoma
1482,25500,ford,f-150,2018,42307,black,illinois
1483,44500,ford,f-150,2019,17484,gray,pennsylvania
1484,15600,ford,escape,2019,37106,blue,missouri
1485,23100,ford,f-150,2019,9539,white,oklahoma
1486,37000,ford,f-150,2019,2384,gray,pennsylvania
1487,14500,ford,fusion,2019,20590,gray,missouri
1488,23000,ford,f-150,2019,13896,white,oklahoma
1489,26500,ford,f-150,2019,9451,gray,pennsylvania
1490,18000,ford,fusion,2017,31657,red,missouri
1491,35700,ford,expedition,2019,33907,brown,oklahoma
1492,31000,ford,f-150,2019,10028,black,pennsylvania
1493,2000,ford,door,2013,175640,no_color,missouri
1494,40400,ford,max,2019,30770,white,oklahoma
1495,43600,ford,f-150,2019,15141,black,pennsylvania
1496,22600,ford,f-150,2019,18431,white,oklahoma
1497,26000,ford,f-150,2019,9604,white,pennsylvania
1498,23200,ford,f-150,2019,9516,white,oklahoma
1499,29000,ford,f-150,2019,9718,silver,pennsylvania
1500,22800,ford,f-150,2019,16506,white,oklahoma
1501,3450,ford,door,2015,192108,white,oregon
1502,31000,ford,f-150,2019,11028,white,pennsylvania
1503,22900,ford,f-150,2019,11313,white,oklahoma
1504,3000,ford,door,2014,141595,red,oregon
1505,28000,ford,f-150,2019,12886,silver,pennsylvania
1506,23200,ford,f-150,2019,9556,white,oklahoma
1507,27000,ford,f-150,2019,13269,blue,pennsylvania
1508,22800,ford,f-150,2019,16770,white,oklahoma
1509,31500,ford,f-150,2019,13526,red,pennsylvania
1510,23400,ford,transit,2019,16391,white,oklahoma
1511,28000,ford,f-150,2019,11437,white,pennsylvania
1512,23400,ford,transit,2019,17964,white,oklahoma
1513,28000,ford,f-150,2018,5440,blue,texas
1514,24900,ford,f-150,2019,13035,white,pennsylvania
1515,23500,ford,transit,2019,15759,white,oklahoma
1516,36000,ford,f-150,2018,30002,gray,texas
1517,28700,ford,f-150,2019,13673,white,pennsylvania
1518,16000,ford,fusion,2018,24480,silver,oregon
1519,31000,ford,f-150,2019,13230,white,pennsylvania
1520,16500,ford,f-150,2017,137789,white,oregon
1521,28500,ford,f-150,2019,13516,white,pennsylvania
1522,10800,ford,escape,2017,81660,black,oregon
1523,28500,ford,f-150,2019,11763,white,pennsylvania
1524,25000,ford,explorer,2017,34165,gold,oregon
1525,31000,ford,f-150,2019,13458,white,pennsylvania
1526,7800,ford,door,2016,104867,black,oregon
1527,28500,ford,f-150,2019,14004,white,pennsylvania
1528,9500,ford,door,2016,69829,silver,oregon
1529,28500,ford,f-150,2019,13405,silver,pennsylvania
1530,14500,ford,door,2016,96151,black,oregon
1531,25000,ford,f-150,2019,12688,black,pennsylvania
1532,14500,ford,door,2016,116519,white,oregon
1533,28500,ford,f-150,2019,12260,white,pennsylvania
1534,12100,ford,door,2016,29367,silver,oregon
1535,29400,ford,f-150,2019,18982,white,pennsylvania
1536,24700,ford,f-150,2019,23795,silver,california
1537,8700,ford,door,2016,76572,gray,oregon
1538,29500,ford,f-150,2019,15964,white,pennsylvania
1539,25800,ford,f-150,2019,28117,silver,california
1540,17500,ford,door,2016,116730,blue,oregon
1541,23900,ford,f-150,2019,21055,brown,pennsylvania
1542,22900,ford,f-150,2019,27794,black,california
1543,19500,ford,edge,2016,56995,black,oregon
1544,29500,ford,f-150,2019,16625,gray,pennsylvania
1545,24500,ford,f-150,2019,27689,gray,california
1546,11000,ford,door,2016,39851,black,oregon
1547,22400,ford,f-150,2019,31727,black,pennsylvania
1548,15700,ford,escape,2019,31586,gray,california
1549,11000,ford,door,2015,33717,black,oregon
1550,28000,ford,f-150,2019,18418,black,pennsylvania
1551,13500,ford,fusion,2019,39013,black,california
1552,7300,ford,f-150,2013,125451,white,oregon
1553,25100,ford,f-150,2019,21346,black,pennsylvania
1554,24100,ford,transit,2019,21150,white,california
1555,6500,ford,f-150,2014,103862,white,oregon
1556,10500,ford,f-150,2019,22001,red,pennsylvania
1557,16900,ford,fusion,2019,31261,gray,california
1558,6000,ford,door,2013,140870,white,oregon
1559,28500,ford,f-150,2019,14358,white,pennsylvania
1560,16200,ford,fusion,2019,41672,silver,california
1561,6500,ford,f-150,2013,95655,white,oregon
1562,24500,ford,flex,2019,19493,gray,pennsylvania
1563,16500,ford,fusion,2019,36956,black,california
1564,56500,ford,door,2017,23223,gold,texas
1565,10400,ford,fusion,2019,13085,gray,pennsylvania
1566,22800,ford,explorer,2018,36124,silver,oklahoma
1567,26500,ford,flex,2019,19147,white,pennsylvania
1568,23800,ford,flex,2019,24993,red,pennsylvania
1569,24700,ford,f-150,2018,41127,white,oklahoma
1570,12400,ford,fusion,2019,32365,black,pennsylvania
1571,16600,ford,fusion,2019,27774,white,pennsylvania
1572,11200,ford,door,2015,105027,blue,oklahoma
1573,15900,ford,fusion,2019,27806,silver,pennsylvania
1574,7700,ford,door,2015,54198,blue,oklahoma
1575,15100,ford,fusion,2019,30181,white,pennsylvania
1576,7200,ford,door,2013,82670,black,oklahoma
1577,15600,ford,fusion,2019,36305,gold,pennsylvania
1578,39700,ford,srw,2019,10475,white,oklahoma
1579,16000,ford,fusion,2019,34734,gray,pennsylvania
1580,7500,ford,door,2012,186713,black,oklahoma
1581,15500,ford,srw,2017,132150,white,oregon
1582,19000,ford,taurus,2019,12928,gray,pennsylvania
1583,5500,ford,door,2015,116539,silver,oklahoma
1584,38700,ford,drw,2018,59549,white,oklahoma
1585,21000,ford,taurus,2019,12174,red,pennsylvania
1586,28500,ford,door,2016,96129,white,oklahoma
1587,37200,ford,drw,2018,89809,white,oklahoma
1588,18500,ford,taurus,2019,18202,white,pennsylvania
1589,15000,ford,door,2015,128505,white,oklahoma
1590,37700,ford,drw,2017,43527,white,oklahoma
1591,22200,ford,transit,2019,15792,white,pennsylvania
1592,39950,ford,f-150,2019,9278,white,georgia
1593,37600,ford,drw,2017,41925,white,oklahoma
1594,18500,ford,taurus,2019,16924,white,pennsylvania
1595,10000,ford,door,2013,119869,silver,florida
1596,20500,ford,taurus,2019,17260,silver,pennsylvania
1597,5700,ford,door,2013,89490,white,florida
1598,21000,ford,transit,2019,40772,white,pennsylvania
1599,22500,ford,transit,2019,25623,white,pennsylvania
1600,29000,ford,f-150,2019,11669,white,colorado
1601,13200,ford,door,2013,138524,black,florida
1602,25500,ford,transit,2019,13644,white,pennsylvania
1603,25700,ford,door,2016,147935,white,texas
1604,18900,ford,doors,2015,44456,charcoal,new york
1605,31500,ford,wagon,2019,20357,black,pennsylvania
1606,45500,ford,door,2017,66366,black,florida
1607,11000,ford,door,2017,43532,gray,pennsylvania
1608,18288,ford,doors,2015,45218,gray,new york
1609,20000,ford,door,2017,85688,white,florida
1610,36600,ford,door,2016,58902,white,pennsylvania
1611,18299,ford,doors,2015,59869,silver,pennsylvania
1612,10000,ford,escape,2017,35021,silver,colorado
1613,4100,ford,door,2012,100264,silver,pennsylvania
1614,30995,ford,door,2015,157057,off-white,texas
1615,1750,ford,door,2012,181316,black,minnesota
1616,31500,ford,wagon,2019,23222,black,pennsylvania
1617,13500,ford,door,2016,87686,white,colorado
1618,7500,ford,door,2014,162918,blue,texas
1619,650,ford,door,2017,0,black,california
1620,22800,ford,wagon,2019,32526,white,pennsylvania
1621,11300,ford,door,2016,69402,white,colorado
1622,32700,ford,door,2014,76336,white,texas
1623,1350,ford,door,2012,163334,white,virginia
1624,21900,ford,wagon,2019,47628,white,pennsylvania
1625,11700,ford,door,2014,135283,orange,texas
1626,6500,ford,door,2014,147903,white,georgia
1627,9800,ford,door,2014,74181,black,colorado
1628,11000,ford,door,2014,77386,white,texas
1629,1150,ford,door,2014,123349,red,georgia
1630,13000,ford,cutaway,2013,136661,white,colorado
1631,5500,ford,door,2013,109600,silver,texas
1632,6000,ford,door,2014,125369,black,massachusetts
1633,11200,ford,door,2013,122861,blue,texas
1634,5000,ford,door,2016,110826,gray,massachusetts
1635,23400,ford,f-150,2019,12198,white,missouri
1636,13500,ford,door,2019,45512,red,massachusetts
1637,22900,ford,f-150,2019,15656,white,missouri
1638,20000,ford,fusion,2020,23984,silver,virginia
1639,22900,ford,f-150,2019,15821,white,missouri
1640,27000,ford,mustang,2020,12748,red,virginia
1641,54500,ford,expedition,2019,9865,blue,oklahoma
1642,20600,ford,fusion,2020,17858,black,virginia
1643,23500,ford,f-150,2019,6711,white,missouri
1644,53000,ford,expedition,2019,14939,blue,oklahoma
1645,23600,ford,transit,2019,15820,white,missouri
1646,33500,ford,wagon,2019,6140,silver,oklahoma
1647,24400,ford,edge,2019,25552,gray,virginia
1648,13000,ford,focus,2016,54984,black,west virginia
1649,48400,ford,max,2019,24783,black,virginia
1650,26500,ford,door,2014,148442,silver,west virginia
1651,46200,ford,max,2019,34191,white,virginia
1652,9300,ford,door,2013,82072,silver,west virginia
1653,13500,ford,door,2012,104559,white,west virginia
1654,27600,ford,edge,2019,13265,silver,virginia
